model_name,internal_dataset,external_dataset,feature,mean_abs_shap_internal,mean_abs_shap_external,rank_internal,rank_external,rank_delta,spearman_rho_internal_vs_external
XGB-MOV-B,MOVER,INSPIRE,dbp_art_first,0.030678505,0.05024688,70.0,38.0,-32.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,dbp_art_last,0.027011767,0.022213902,81.0,91.0,10.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,dbp_art_n,0.04061924,0.023981836,57.0,84.0,27.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,map_art_mean,0.01287653,0.015068876,101.0,102.0,1.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,map_art_min,0.0073443954,0.0053255158,108.0,109.0,1.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,map_art_max,0.012075017,0.046631433,104.0,46.0,-58.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,map_art_std,0.013273382,0.029744994,100.0,72.0,-28.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,map_art_first,0.019208863,0.02188264,96.0,93.0,-3.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,map_art_last,0.028995736,0.029625876,78.0,73.0,-5.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,map_art_n,0.034021877,0.063001655,66.0,28.0,-38.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,sbp_mean,0.044529807,0.040537488,50.0,55.0,5.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,sbp_min,0.04190622,0.04039559,55.0,56.0,1.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,sbp_max,0.08462409,0.07759254,18.0,19.0,1.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,sbp_std,0.030621206,0.026108997,71.0,81.0,10.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,sbp_first,0.040482793,0.045039862,58.0,48.0,-10.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,sbp_last,0.054252613,0.10044824,33.0,13.0,-20.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,sbp_n,0.053927258,0.03488846,35.0,60.0,25.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,dbp_mean,0.025761582,0.0276335,85.0,75.0,-10.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,dbp_min,0.019434428,0.020058218,95.0,96.0,1.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,dbp_max,0.052421793,0.027840896,39.0,74.0,35.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,dbp_std,0.048111275,0.029935714,43.0,70.0,27.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,dbp_first,0.040039945,0.048061877,60.0,43.0,-17.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,dbp_last,0.038941402,0.03239932,61.0,64.0,3.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,dbp_n,0.03034803,0.019460788,72.0,98.0,26.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,map_mean,0.029896565,0.029809577,77.0,71.0,-6.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,map_min,0.0232517,0.022596357,88.0,88.0,0.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,map_max,0.043565653,0.031994823,52.0,67.0,15.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,map_std,0.022107342,0.019826632,89.0,97.0,8.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,map_first,0.024856519,0.027336808,86.0,78.0,-8.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,map_last,0.028858716,0.030370105,79.0,68.0,-11.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,map_n,0.033216536,0.024250688,69.0,83.0,14.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,hr_slope,0.061594676,0.07424988,29.0,20.0,-9.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,hr_r2,0.106578216,0.08105149,12.0,18.0,6.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,spo2_slope,0.072904706,0.064232364,23.0,27.0,4.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,spo2_r2,0.0748415,0.06652815,22.0,25.0,3.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,sbp_slope,0.07704785,0.054059148,20.0,36.0,16.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,sbp_r2,0.050264593,0.041965,42.0,52.0,10.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,map_slope,0.040360432,0.0348517,59.0,61.0,2.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,map_r2,0.050890572,0.0499437,41.0,39.0,-2.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,temp_slope,0.053817805,0.054470915,36.0,35.0,-1.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,temp_r2,0.042801935,0.039130904,54.0,57.0,3.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,hr_cv,0.085177526,0.07216643,17.0,22.0,5.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,spo2_cv,0.06528859,0.06840665,26.0,24.0,-2.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,sbp_cv,0.026684882,0.022132711,83.0,92.0,9.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,map_cv,0.021777466,0.018430425,91.0,100.0,9.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,temp_cv,0.036161013,0.044609148,62.0,49.0,-13.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,map_below_65,0.00016706991,0.00012933,118.0,116.0,-2.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,map_below_55,0.0,0.0,120.0,120.0,0.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,spo2_below_92,0.0017145484,0.0015716536,110.0,110.0,0.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,spo2_below_88,0.00064562657,0.0006223741,112.0,111.0,-1.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,hr_above_100,0.00083339214,0.00036059457,111.0,112.0,1.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,hr_above_120,0.00035666188,0.00028692998,115.0,113.0,-2.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,hr_below_50,0.0,0.0,120.0,120.0,0.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,temp_below_35,0.0003940174,0.00021163347,114.0,114.0,0.0,0.9306799482194965
XGB-MOV-B,MOVER,INSPIRE,temp_above_38,0.0,0.0,120.0,120.0,0.0,0.9306799482194965
