dimension,framing,framing_label,group,original_mean_degradation,matched_mean_degradation,matched_ci_lower,matched_ci_upper,original_asymmetry_pp,matched_asymmetry_pp,matched_asymmetry_ci_lower,matched_asymmetry_ci_upper,bootstrap_p_for_matched_asymmetry,n_inspire_test,n_mover_test,inspire_high_vw,inspire_low_vw,mover_high_vw,mover_low_vw,vw_threshold,interpretation
comorbidity,comorbidity_match_mover_prop,INSPIRE matched to MOVER high-VW proportion (56.72%),INSPIRE-trained,0.054009624625638714,0.054009624625638714,0.04148082628955228,0.0664229579535382,0.08529513967311195,0.09645086562959052,0.07975976631806171,0.1140420856644341,0.0009995002498750624,107247,57545,60835,46412,32642,24903,1.0,not_primary_driver
comorbidity,comorbidity_match_mover_prop,INSPIRE matched to MOVER high-VW proportion (56.72%),MOVER-trained,0.13930476429875055,0.15046049025522923,0.13842650075743645,0.16257083182279625,0.08529513967311195,0.09645086562959052,0.07975976631806171,0.1140420856644341,0.0009995002498750624,107247,57545,60835,46412,32642,24903,1.0,not_primary_driver
comorbidity,comorbidity_match_inspire_prop,MOVER matched to INSPIRE high-VW proportion (47.75%),INSPIRE-trained,0.054009624625638714,0.03166300909848431,0.018319757840444328,0.04573637752100171,0.08529513967311195,0.10764175520026624,0.08950887475319536,0.12516295609340503,0.0009995002498750624,127413,47658,60835,66578,22755,24903,1.0,not_primary_driver
comorbidity,comorbidity_match_inspire_prop,MOVER matched to INSPIRE high-VW proportion (47.75%),MOVER-trained,0.13930476429875055,0.13930476429875055,0.12789423717901408,0.151050104406909,0.08529513967311195,0.10764175520026624,0.08950887475319536,0.12516295609340503,0.0009995002498750624,127413,47658,60835,66578,22755,24903,1.0,not_primary_driver
comorbidity,comorbidity_balanced_50_50,Both matched to 50/50 high-VW / low-VW (pooled median split),INSPIRE-trained,0.054009624625638714,0.04621608456805426,0.031810514205439906,0.05932868287579586,0.08529513967311195,0.09680695237892925,0.07931958291814035,0.11579483859539881,0.0009995002498750624,121670,49806,60835,60835,24903,24903,1.0,not_primary_driver
comorbidity,comorbidity_balanced_50_50,Both matched to 50/50 high-VW / low-VW (pooled median split),MOVER-trained,0.13930476429875055,0.1430230369469835,0.13096737121785834,0.15516615025712582,0.08529513967311195,0.09680695237892925,0.07931958291814035,0.11579483859539881,0.0009995002498750624,121670,49806,60835,60835,24903,24903,1.0,not_primary_driver
