framing,framing_label,group,original_mean_degradation,matched_mean_degradation,matched_ci_lower,matched_ci_upper,original_asymmetry_pp,matched_asymmetry_pp,matched_asymmetry_ci_lower,matched_asymmetry_ci_upper,bootstrap_p_for_matched_asymmetry,n_inspire_test,n_mover_test,inspire_asa_1_2,inspire_asa_3_plus,mover_asa_1_2,mover_asa_3_plus,interpretation
match_inspire_casemix,Matched to INSPIRE case-mix (90.4/9.6),INSPIRE-trained,0.054009624625638714,-0.03383461355357318,-0.07408765611026369,0.013395770695118327,0.08529513967311195,0.17313937785232372,0.12519616342959924,0.2160056423005146,0.0009995002498750624,127413,23261,115139,12274,21028,2233,case_mix_is_not_primary_driver
match_inspire_casemix,Matched to INSPIRE case-mix (90.4/9.6),MOVER-trained,0.13930476429875055,0.13930476429875055,0.12821348833391535,0.15071954916087715,0.08529513967311195,0.17313937785232372,0.12519616342959924,0.2160056423005146,0.0009995002498750624,127413,23261,115139,12274,21028,2233,case_mix_is_not_primary_driver
match_mover_casemix,Matched to MOVER case-mix (36.5/63.5),INSPIRE-trained,0.054009624625638714,0.054009624625638714,0.041374332430250425,0.06618607304516184,0.08529513967311195,0.11560849419493793,0.09692037717767384,0.13430133096203428,0.0009995002498750624,19329,57545,7055,12274,21028,36517,case_mix_is_not_primary_driver
match_mover_casemix,Matched to MOVER case-mix (36.5/63.5),MOVER-trained,0.13930476429875055,0.16961811882057665,0.15493107828808625,0.1842554832710897,0.08529513967311195,0.11560849419493793,0.09692037717767384,0.13430133096203428,0.0009995002498750624,19329,57545,7055,12274,21028,36517,case_mix_is_not_primary_driver
balanced_50_50,Balanced 50/50 case-mix,INSPIRE-trained,0.054009624625638714,0.023075349512243173,0.008408457970191506,0.03709748584205198,0.08529513967311195,0.10897810954225971,0.09030273071287881,0.12904739594124431,0.0009995002498750624,24548,42056,12274,12274,21028,21028,case_mix_is_not_primary_driver
balanced_50_50,Balanced 50/50 case-mix,MOVER-trained,0.13930476429875055,0.1320534590545029,0.11873944051131559,0.14563818806983503,0.08529513967311195,0.10897810954225971,0.09030273071287881,0.12904739594124431,0.0009995002498750624,24548,42056,12274,12274,21028,21028,case_mix_is_not_primary_driver
