row,description,mean_degradation_inspire,mean_degradation_mover,asymmetry,asymmetry_ci_lower,asymmetry_ci_upper,bootstrap_p,n_inspire,n_mover,interpretation
original_unmatched,Original direction asymmetry (unmatched test sets),0.054009624625638714,0.13930476429875055,0.08529513967311195,0.06906403,0.10239782,0.001,127413,57545,baseline
framing_match_inspire_casemix,Matched to INSPIRE case-mix (90.4/9.6),-0.03383461355357318,0.13930476429875055,0.17313937785232372,0.12519616342959924,0.2160056423005146,0.0009995002498750624,127413,23261,case_mix_is_not_primary_driver
framing_match_mover_casemix,Matched to MOVER case-mix (36.5/63.5),0.054009624625638714,0.16961811882057665,0.11560849419493793,0.09692037717767384,0.13430133096203428,0.0009995002498750624,19329,57545,case_mix_is_not_primary_driver
framing_balanced_50_50,Balanced 50/50 case-mix,0.023075349512243173,0.1320534590545029,0.10897810954225971,0.09030273071287881,0.12904739594124431,0.0009995002498750624,24548,42056,case_mix_is_not_primary_driver
